SHARAD Reading at Lat,Lon: 86.9603, 239.7945
Line (Pixels),Value (DN)
2303,1.0615771316224709E-4
2304,1.3718176342081279E-4
2305,1.8061845912598073E-4
2306,2.0375032909214497E-4
2307,1.7799144552554935E-4
2308,1.2047925702063367E-4
2309,7.307002670131624E-5
2310,5.243406121735461E-5
2311,4.4015680032316595E-5
2312,3.422527151997201E-5
2313,2.363002386118751E-5
2314,1.771061943145469E-5
2315,2.5377223209943622E-5
2316,5.399109795689583E-5
2317,9.18907971936278E-5
2318,1.113676989916712E-4
2319,9.701625822344795E-5
2320,6.667875277344137E-5
2321,5.695050276699476E-5
2322,7.448004907928407E-5
2323,8.505957521265373E-5
2324,7.170029857661575E-5
2325,5.6483371736248955E-5
2326,5.452311233966611E-5
2327,5.721528214053251E-5
2328,5.6186847359640524E-5
2329,5.3800238674739376E-5
2330,5.604922625934705E-5
2331,6.460443546529859E-5
2332,7.732558151474223E-5
2333,8.452049223706126E-5
2334,6.983417551964521E-5
2335,4.094099858775735E-5
2336,3.217076664441265E-5
2337,5.6169981689890847E-5
2338,8.864807750796899E-5
2339,9.698710346128792E-5
2340,7.716019899817184E-5
2341,6.934368138900027E-5
2342,9.868200140772387E-5
2343,1.3178428343962878E-4
2344,1.3474488514475524E-4
2345,1.1373698362149298E-4
2346,9.412562212673947E-5
2347,8.176361006917432E-5
2348,1.5610778064001352E-4
2349,7.011360139586031E-4
2350,0.0019022945780307055
2351,0.0027480688877403736
2352,0.002089280867949128
2353,9.572464623488486E-4
2354,0.0013348397333174944
2355,0.002685792511329055
2356,0.0027522894088178873
2357,0.00132177269551903
2358,3.3209758112207055E-4
2359,9.259777725674212E-4
2360,0.002391233341768384
2361,0.0033341581001877785
2362,0.002945902291685343
2363,0.001614731503650546
2364,4.7193310456350446E-4
2365,1.1677134898491204E-4
2366,1.6966428665909916E-4
2367,1.5544913185294718E-4
2368,9.368014434585348E-5
2369,1.0570258018560708E-4
2370,1.4300613838713616E-4
2371,1.5756503853481263E-4
2372,1.4019188529346138E-4
2373,9.635372407501563E-5
2374,8.66264381329529E-5
2375,1.724775502225384E-4
2376,3.361210401635617E-4
2377,4.3324456783011556E-4
2378,3.244154795538634E-4
2379,1.4377792831510305E-4
2380,1.3405988283921033E-4
2381,2.5051686679944396E-4
2382,3.023412427864969E-4
2383,2.706508385017514E-4
2384,2.4383989511989057E-4
2385,2.600348088890314E-4
2386,2.701033663470298E-4
2387,2.1745447884313762E-4
2388,1.525690167909488E-4
2389,1.3727674377150834E-4
2390,1.2934375263284892E-4
2391,1.0018267494160682E-4
2392,8.476104267174378E-5
2393,8.665853238198906E-5
2394,8.75676196301356E-5
2395,8.56045589898713E-5
2396,7.559254299849272E-5
2397,7.28285449440591E-5
2398,1.197767342091538E-4
2399,2.1250263671390712E-4
2400,2.872799232136458E-4
2401,3.181372012477368E-4
2402,3.7956624873913825E-4
2403,5.875403876416385E-4
2404,9.353950736112893E-4
2405,0.0011755962623283267
2406,0.0010444523068144917
2407,6.33477175142616E-4
2408,2.735212037805468E-4
2409,1.108710712287575E-4
2410,7.099073263816535E-5
2411,8.744577644392848E-5
2412,1.531281159259379E-4
2413,2.506485325284302E-4
2414,3.2003881642594934E-4
2415,3.089402162004262E-4
2416,2.6425308897159994E-4
2417,2.922065614257008E-4
2418,4.0627014823257923E-4
2419,4.967715358361602E-4
2420,4.5821783714927733E-4
2421,3.207825357094407E-4
2422,2.4664110969752073E-4
2423,3.244397521484643E-4
2424,4.047982511110604E-4
2425,3.447314375080168E-4
2426,3.1496534938924015E-4
2427,5.028157611377537E-4
2428,6.872800877317786E-4
2429,5.704775103367865E-4
2430,2.750226412899792E-4
2431,8.676709694555029E-5
