SHARAD Reading at Lat,Lon: 86.9603, 239.7945
Line (Pixels),Value (DN)
0,7.786019705235958E-5
1,9.980369213735685E-5
2,1.0650022886693478E-4
3,8.650706149637699E-5
4,6.274773477343842E-5
5,5.982133006909862E-5
6,6.630994175793603E-5
7,6.535782449645922E-5
8,6.251724698813632E-5
9,7.208168972283602E-5
10,9.766076982486993E-5
11,1.1642712343018502E-4
12,1.0389713133918121E-4
13,7.751370139885694E-5
14,6.38969722785987E-5
15,5.4773576266597956E-5
16,4.350703238742426E-5
17,4.679468838730827E-5
18,6.751675391569734E-5
19,8.676859579281881E-5
20,9.580484038451687E-5
21,1.0626226139720529E-4
22,1.2262692325748503E-4
23,1.2748500739689916E-4
24,1.0980946535710245E-4
25,7.967717101564631E-5
26,5.085982775199227E-5
27,3.895002737408504E-5
28,5.17550615768414E-5
29,6.509873492177576E-5
30,5.300695193000138E-5
31,2.972020593006164E-5
32,2.2616151909460314E-5
33,4.259756678948179E-5
34,9.016644617076963E-5
35,1.4128960901871324E-4
36,1.5303221880458295E-4
37,1.1881260434165597E-4
38,7.49034370528534E-5
39,4.728336716652848E-5
40,3.366577948327176E-5
41,2.871555079764221E-5
42,3.787389141507447E-5
43,5.578346099355258E-5
44,5.443484405986965E-5
45,2.814294202835299E-5
46,1.0867529454117175E-5
47,2.2227259250939824E-5
48,4.9711132305674255E-5
49,7.219165127025917E-5
50,7.276413089130074E-5
51,6.276267231442034E-5
52,6.921312888152897E-5
53,8.71989905135706E-5
54,9.926952770911157E-5
55,1.1268632079008967E-4
56,1.325615303358063E-4
57,1.4632512466050684E-4
58,1.520467340014875E-4
59,1.53967019286938E-4
60,1.362792099826038E-4
61,9.376055095344782E-5
62,6.274411134654656E-5
63,6.627559196203947E-5
64,7.748373900540173E-5
65,7.640322291990742E-5
66,7.658114191144705E-5
67,8.434579649474472E-5
68,8.719575998838991E-5
69,7.726120384177193E-5
70,6.6319880716037E-5
71,7.242155697895214E-5
72,8.51909353514202E-5
73,7.796476711519063E-5
74,5.560598219744861E-5
75,4.2762691009556875E-5
76,5.229348244029097E-5
77,9.16227072593756E-5
78,1.4622141316067427E-4
79,1.6932674043346196E-4
80,1.4264709898270667E-4
81,1.0053510777652264E-4
82,6.518936424981803E-5
83,3.297317016404122E-5
84,2.2360540242516436E-5
85,4.866915332968347E-5
86,8.21164358058013E-5
87,9.469786891713738E-5
88,9.538026642985642E-5
89,9.699950169306248E-5
90,9.724686970002949E-5
91,9.085016790777445E-5
92,8.730094123166054E-5
93,1.0684627341106534E-4
94,1.4142465079203248E-4
95,1.5752462786622345E-4
96,1.5051015361677855E-4
97,1.4425524568650872E-4
98,1.4877099602017552E-4
99,1.5420970157720149E-4
100,1.4509096217807382E-4
101,1.166693473351188E-4
102,8.694065036252141E-5
103,7.410006219288334E-5
104,7.030657434370369E-5
105,5.960147245787084E-5
106,4.5567110646516085E-5
107,4.650574192055501E-5
108,6.996532465564087E-5
109,9.582575148670003E-5
110,1.0330992517992854E-4
111,1.0983918764395639E-4
112,1.294756366405636E-4
113,1.2645944661926478E-4
114,8.877205982571468E-5
115,7.002789061516523E-5
116,8.990704372990876E-5
117,9.870927169686183E-5
118,6.981122714933008E-5
119,3.323086639284156E-5
120,1.87362984434003E-5
121,2.2160227672429755E-5
122,3.124881550320424E-5
123,4.941497172694653E-5
124,6.893872341606766E-5
125,6.865665636723861E-5
126,5.6674311053939164E-5
127,5.132564183440991E-5
128,4.4844189687864855E-5
129,3.483079490251839E-5
130,3.801556886173785E-5
131,6.0604063037317246E-5
132,8.699297904968262E-5
133,9.553293784847483E-5
134,8.958030230132863E-5
135,9.207990660797805E-5
136,1.0147674038307741E-4
137,9.578749450156465E-5
138,6.919335282873362E-5
139,3.9903392462292686E-5
140,3.639247370301746E-5
141,5.78774452151265E-5
142,6.256317283259705E-5
143,4.202081254334189E-5
144,4.868802352575585E-5
145,9.852324001258239E-5
146,1.336355198873207E-4
147,1.1941208504140377E-4
148,9.162979404209182E-5
149,9.092252003028989E-5
150,1.1665659258142114E-4
151,1.3905964442528784E-4
152,1.257959520444274E-4
153,8.211975364247337E-5
154,5.13841187057551E-5
155,4.876885577687062E-5
156,4.860136323259212E-5
157,3.985521834692918E-5
158,3.250470763305202E-5
159,4.122262544115074E-5
160,8.066106238402426E-5
161,1.2773563503287733E-4
162,1.3481374480761588E-4
163,1.0729089990491048E-4
164,8.65771435201168E-5
165,7.866629312047735E-5
166,7.315386028494686E-5
167,7.6601019827649E-5
168,8.922689448809251E-5
169,9.700661757960916E-5
170,8.87785354279913E-5
171,6.711991591146216E-5
172,5.048297316534445E-5
173,5.711841004085727E-5
174,9.207225230056792E-5
175,1.3860191393177956E-4
176,1.5363744751084596E-4
177,1.2245030666235834E-4
178,9.16346616577357E-5
179,8.540317503502592E-5
180,7.174025813583285E-5
181,4.569699740386568E-5
182,3.967426891904324E-5
183,5.5938930017873645E-5
184,6.687171844532713E-5
185,5.906267688260414E-5
186,4.4481716031441465E-5
187,4.052302392665297E-5
188,4.60541014035698E-5
189,4.728584463009611E-5
190,4.341534440754913E-5
191,4.327850547269918E-5
192,4.7587014705641195E-5
193,5.939597394899465E-5
194,9.40201134653762E-5
195,1.471182913519442E-4
196,1.7356770695187151E-4
197,1.444032823201269E-4
198,9.7254007414449E-5
199,7.280231511685997E-5
200,5.520293416338973E-5
201,3.66639178537298E-5
202,5.008414518670179E-5
203,8.671002433402464E-5
204,9.72586203715764E-5
205,9.114773274632171E-5
206,1.1458803055575117E-4
207,1.5473082021344453E-4
208,1.6182650870177895E-4
209,1.234322553500533E-4
210,7.286467734957114E-5
211,5.383486859500408E-5
212,7.07539584254846E-5
213,8.580264693591744E-5
214,7.956989429658279E-5
215,6.262798706302419E-5
216,4.60269620816689E-5
217,4.41719384980388E-5
218,5.623481411021203E-5
219,5.597481140284799E-5
220,3.908454891643487E-5
221,2.7620197215583175E-5
222,3.051271414733492E-5
223,4.258713306626305E-5
224,5.586434417637065E-5
225,6.264021794777364E-5
226,6.334382487693802E-5
227,6.270706944633275E-5
228,5.7196524721803144E-5
229,3.991195990238339E-5
230,2.1998363081365824E-5
231,2.5159979486488737E-5
232,4.6023764298297465E-5
233,6.108423258410767E-5
234,6.051698073861189E-5
235,5.156294355401769E-5
236,4.518847708823159E-5
237,4.76955137855839E-5
238,5.658791633322835E-5
239,6.473829853348434E-5
240,7.126297714421526E-5
241,9.022543235914782E-5
242,1.3473795843310654E-4
243,1.8691351579036564E-4
244,2.038696111412719E-4
245,1.6070583660621196E-4
246,8.503448043484241E-5
247,3.9548227505292743E-5
248,5.1279388571856543E-5
249,8.16127794678323E-5
250,9.429284546058625E-5
251,1.0167949221795425E-4
252,1.1192304373253137E-4
253,1.0309966455679387E-4
254,7.515853212680668E-5
255,5.4989923228276893E-5
256,4.9760466936277226E-5
257,4.9697784561431035E-5
258,5.1218205044278875E-5
259,5.309937841957435E-5
260,6.0093534557381645E-5
261,8.054553472902626E-5
262,1.0527767881285399E-4
263,1.16560491733253E-4
264,1.165794164990075E-4
265,1.2773308844771236E-4
266,1.6600906383246183E-4
267,2.132201916538179E-4
268,2.3231946397572756E-4
269,2.1608737006317824E-4
270,1.8401554552838206E-4
271,1.4342903159558773E-4
272,9.951153333531693E-5
273,7.51433617551811E-5
274,8.306176459882408E-5
275,1.0277354886056855E-4
276,1.0679325350793079E-4
277,9.795811638468876E-5
278,1.0182739788433537E-4
279,1.266960025532171E-4
280,1.562476682011038E-4
281,1.737193379085511E-4
282,1.7182985902763903E-4
283,1.5497453568968922E-4
284,1.357647852273658E-4
285,1.1402944073779508E-4
286,7.936442125355825E-5
287,4.2295130697311834E-5
288,2.5725837986101396E-5
289,2.6782503482536413E-5
290,2.7537222194951028E-5
291,2.852028228517156E-5
292,3.732974437298253E-5
293,5.46934679732658E-5
294,8.745244849706069E-5
295,1.318029098911211E-4
296,1.5497475396841764E-4
297,1.4011737948749214E-4
298,1.1915547656826675E-4
299,1.2183310172986239E-4
300,1.258132397197187E-4
301,9.824097651289776E-5
302,6.276592466747388E-5
303,6.640391802648082E-5
304,9.570212569087744E-5
305,1.0296385153196752E-4
306,9.123172640101984E-5
307,9.100584429688752E-5
308,9.517563012195751E-5
309,8.621227607363835E-5
310,7.640725380042568E-5
311,8.082138083409518E-5
312,9.360015974380076E-5
313,1.0195273353019729E-4
314,1.0181373363593593E-4
315,9.850081551121548E-5
316,9.160969784716144E-5
317,7.387311052298173E-5
318,5.167818380868994E-5
319,4.0141250792657956E-5
320,4.647125388146378E-5
321,7.091094448696822E-5
322,9.595284063834697E-5
323,9.46999789448455E-5
324,7.555337651865557E-5
