SHARAD Reading at Lat,Lon: 86.9603, 239.7945
Line (Pixels),Value (DN)
0,5.02816001244355E-5
1,3.738438681466505E-5
2,4.568593067233451E-5
3,6.208656122907996E-5
4,7.06812716089189E-5
5,6.65615443722345E-5
6,6.496084097307175E-5
7,8.553678344469517E-5
8,1.2190310371806845E-4
9,1.4277765876613557E-4
10,1.3265461893752217E-4
11,1.1159938003402203E-4
12,1.03060228866525E-4
13,1.0883952199947089E-4
14,1.2504584447015077E-4
15,1.4551916683558375E-4
16,1.4814709720667452E-4
17,1.1860264930874109E-4
18,7.454209116986021E-5
19,3.9159294829005376E-5
20,2.3832313672755845E-5
21,3.981990084866993E-5
22,8.206987695302814E-5
23,1.1716801236616448E-4
24,1.2360980326775461E-4
25,1.221667043864727E-4
26,1.4536528033204377E-4
27,1.877850154414773E-4
28,2.02246053959243E-4
29,1.606022851774469E-4
30,1.0503895464353263E-4
31,9.954519919119775E-5
32,1.3692904030904174E-4
33,1.4608909259550273E-4
34,9.711578604765236E-5
35,4.103824176127091E-5
36,2.3805621822248213E-5
37,2.7455973395262845E-5
38,3.2891057344386354E-5
39,5.944764052401297E-5
40,9.812329517444596E-5
41,9.718809451442212E-5
42,5.32197518623434E-5
43,3.0154815249261446E-5
44,6.061333624529652E-5
45,1.0025771916843951E-4
46,1.0463992657605559E-4
47,8.863308903528377E-5
48,7.821538019925356E-5
49,6.739595119142905E-5
50,5.245848296908662E-5
51,4.618383172783069E-5
52,5.372270607040264E-5
53,7.569935405626893E-5
54,1.0430216207168996E-4
55,1.1512002674862742E-4
56,1.064953685272485E-4
57,1.0567993012955412E-4
58,1.1675447603920475E-4
59,1.2289322330616415E-4
60,1.1629403161350638E-4
61,9.29997768253088E-5
62,6.915834819665179E-5
63,7.207829912658781E-5
64,8.253452688222751E-5
65,6.820313865318894E-5
66,4.97111541335471E-5
67,4.8601646994939074E-5
68,4.808146331924945E-5
69,4.9906797357834876E-5
70,7.455576269421726E-5
71,1.0650231706677005E-4
72,1.1396555055398494E-4
73,9.747230797074735E-5
74,8.292282291222364E-5
75,8.799746865406632E-5
76,1.0069957352243364E-4
77,9.437470725970343E-5
78,7.022885256446898E-5
79,5.426205461844802E-5
80,4.95674139529001E-5
81,3.998943793703802E-5
82,3.631474464782514E-5
83,6.313619815045968E-5
84,1.0568602738203481E-4
85,1.2187426182208583E-4
86,1.027028338285163E-4
87,7.914064917713404E-5
88,7.447594543918967E-5
89,8.473441266687587E-5
90,1.0017672320827842E-4
91,1.1540039849933237E-4
92,1.2596824672073126E-4
93,1.2833446089643985E-4
94,1.1483995331218466E-4
95,8.809080463834107E-5
96,7.355330308200791E-5
97,7.773061224725097E-5
98,7.377097062999383E-5
99,5.9075424360344186E-5
100,5.9016620070906356E-5
101,6.873547681607306E-5
102,6.613281584577635E-5
103,6.511822721222416E-5
104,8.587751653976738E-5
105,1.0439527250127867E-4
106,9.455165854888037E-5
107,7.882701902417466E-5
108,8.69756331667304E-5
109,1.1114354856545106E-4
110,1.32032175315544E-4
111,1.3978332572150975E-4
112,1.2063189933542162E-4
113,7.511158037232235E-5
114,4.1115818021353334E-5
115,4.781496318173595E-5
116,6.907628267072141E-5
117,6.70190856908448E-5
118,4.558116779662669E-5
119,2.9409526177914813E-5
120,3.2460171496495605E-5
121,5.845272244187072E-5
122,9.455389954382554E-5
123,1.1502786219352856E-4
124,1.1334306327626109E-4
125,1.0521218064241111E-4
126,9.691345621831715E-5
127,8.10849160188809E-5
128,5.7940033002523705E-5
129,3.9745904359733686E-5
130,3.9868769817985594E-5
131,6.632971053477377E-5
132,1.1515818914631382E-4
133,1.5833796351216733E-4
134,1.6163323016371578E-4
135,1.2842997966799885E-4
136,9.16281933314167E-5
137,6.565522926393896E-5
138,4.59623261122033E-5
139,3.289468804723583E-5
140,2.991564542753622E-5
141,4.078711208421737E-5
142,5.988264820189215E-5
143,6.420416320906952E-5
144,5.091360799269751E-5
145,4.910501229460351E-5
146,6.730329187121242E-5
147,8.653373515699059E-5
148,9.505362686468288E-5
149,8.828739373711869E-5
150,7.274603558471426E-5
151,6.763532292097807E-5
152,7.548226858489215E-5
153,8.356940088560805E-5
154,8.486092701787129E-5
155,7.559326331829652E-5
156,6.303699046839029E-5
157,6.165805098135024E-5
158,6.765935540897772E-5
159,7.768346404191107E-5
160,1.0522298543946818E-4
161,1.3749385834671557E-4
162,1.3466471864376217E-4
163,9.506057540420443E-5
164,5.8664678363129497E-5
165,4.716386320069432E-5
166,5.3722022130386904E-5
167,6.972566188778728E-5
168,8.122390136122704E-5
169,7.533964526373893E-5
170,6.848786142654717E-5
171,8.157370757544413E-5
172,9.499476436758414E-5
173,7.971326704137027E-5
174,4.7060995711945E-5
175,2.5306202587671578E-5
176,2.2540096324519254E-5
177,3.482096508378163E-5
178,5.416024578153156E-5
179,6.404854502761737E-5
180,5.565156607190147E-5
181,4.187713420833461E-5
182,3.783802821999416E-5
183,4.695139068644494E-5
184,7.074166933307424E-5
185,9.950398816727102E-5
186,1.1042264668503776E-4
187,1.0360352462157607E-4
188,9.863823652267456E-5
189,9.271174349123612E-5
190,7.34078130335547E-5
191,5.073286592960358E-5
192,4.5785865950165316E-5
193,7.683465810259804E-5
194,1.4138173719402403E-4
195,1.933051971718669E-4
196,1.8661643844097853E-4
197,1.3410847168415785E-4
198,8.075626101344824E-5
199,5.7156143157044426E-5
200,6.676663178950548E-5
201,7.908856787253171E-5
202,6.598461186513305E-5
203,4.750266089104116E-5
204,5.017285002395511E-5
205,6.858605047455058E-5
206,1.0057727922685444E-4
207,1.3462571951095015E-4
208,1.279420539503917E-4
209,8.504574361722916E-5
210,6.900219159433618E-5
211,8.59580613905564E-5
212,8.319312473759055E-5
213,5.647034049616195E-5
214,4.645940498448908E-5
215,6.67643325868994E-5
216,9.629048145143315E-5
217,1.031005522236228E-4
218,7.225685840239748E-5
219,3.378216570126824E-5
220,3.260445737396367E-5
221,6.448339991038665E-5
222,8.393659663852304E-5
223,7.220369298011065E-5
224,5.31746591150295E-5
225,4.873532452620566E-5
226,6.077930811443366E-5
227,8.796178008196875E-5
228,1.2088059156667441E-4
229,1.3092586596030742E-4
230,9.983307973016053E-5
231,5.739317930419929E-5
232,5.45929760846775E-5
233,9.020457946462557E-5
234,1.1057369556510821E-4
235,9.667534322943538E-5
236,8.218468428822234E-5
237,7.878446922404692E-5
238,6.566364754689857E-5
239,4.368582085589878E-5
240,3.400076457182877E-5
241,4.2431787733221427E-5
242,5.68830655538477E-5
243,6.579115142812952E-5
244,6.924245826667175E-5
245,6.899060099385679E-5
246,6.0453079640865326E-5
247,5.09207347931806E-5
248,6.159717304399237E-5
249,9.60482211667113E-5
250,1.274014066439122E-4
251,1.2458901619538665E-4
252,8.995167445391417E-5
253,5.856979623786174E-5
254,4.643311331165023E-5
255,3.705549534060992E-5
256,2.87034399661934E-5
257,3.4899338061222807E-5
258,5.070954284747131E-5
259,6.655598554061726E-5
260,8.07432079454884E-5
261,8.399610669584945E-5
262,6.875041435705498E-5
263,4.89346930407919E-5
264,4.7723424358991906E-5
265,7.215933874249458E-5
266,1.1199075379408896E-4
267,1.443486544303596E-4
268,1.3440930342767388E-4
269,7.97128159319982E-5
270,3.426485272939317E-5
271,2.898581988119986E-5
272,3.495338387438096E-5
273,4.0169146814150736E-5
274,6.508991646114737E-5
275,1.0907007526839152E-4
276,1.5325381536968052E-4
277,1.7912643670570105E-4
278,1.733489043544978E-4
279,1.5117786824703217E-4
280,1.4198388089425862E-4
281,1.4233811816666275E-4
282,1.273636589758098E-4
283,9.294882329413667E-5
284,5.749776755692437E-5
285,4.23326637246646E-5
286,5.232692274148576E-5
287,6.671860319329426E-5
288,6.683768151560798E-5
289,6.128311360953376E-5
290,6.191266584210098E-5
291,6.128867971710861E-5
292,5.18505294166971E-5
293,4.544283001450822E-5
294,5.7941899285651743E-5
295,8.28336487757042E-5
296,9.64193677646108E-5
297,8.448083099210635E-5
298,5.527686880668625E-5
299,3.8442442019004375E-5
300,5.5454180255765095E-5
301,8.363102824660018E-5
302,9.258330828743055E-5
303,9.7695279691834E-5
304,1.258709526155144E-4
305,1.6027090896386653E-4
306,1.569242449477315E-4
307,1.1060556425945833E-4
308,7.374103006441146E-5
309,7.695575914112851E-5
310,8.575960237067193E-5
311,7.602649566251785E-5
312,6.394040246959776E-5
313,5.766881804447621E-5
314,6.390875205397606E-5
315,9.15534546948038E-5
316,1.1265784269198775E-4
317,9.705947013571858E-5
318,6.345727888401598E-5
319,3.976067455369048E-5
320,2.8461705369409174E-5
321,2.482660966052208E-5
322,2.37604199355701E-5
323,3.0054634407861158E-5
324,6.396957905963063E-5
325,1.1817939230240881E-4
326,1.481384679209441E-4
327,1.4089528121985495E-4
328,1.3504692469723523E-4
329,1.4545577869284898E-4
330,1.3403364573605359E-4
331,8.584139868617058E-5
332,4.5464974391506985E-5
333,4.333795732236467E-5
334,5.5763528507668525E-5
335,5.974053419777192E-5
336,6.113194103818387E-5
337,6.880980072310194E-5
338,8.781384531175718E-5
339,1.1950945918215439E-4
340,1.527874410385266E-4
341,1.7656794807408005E-4
342,1.9011991389561445E-4
343,1.895497553050518E-4
344,1.671825157245621E-4
345,1.3361377932596952E-4
346,1.1863925465149805E-4
347,1.3178768858779222E-4
348,1.4304416254162788E-4
349,1.28199317259714E-4
350,1.0791283420985565E-4
351,1.2154348951298743E-4
352,1.8006509344559163E-4
353,2.4139635206665844E-4
354,2.3623336164746433E-4
355,1.5293034084606916E-4
356,7.02782635926269E-5
357,5.5933513067429885E-5
358,7.992901373654604E-5
359,8.017207437660545E-5
360,5.400647933129221E-5
361,3.843127706204541E-5
362,5.296991366776638E-5
363,9.584760118741542E-5
364,1.5765080752316862E-4
365,2.1519712754525244E-4
366,2.3701137979514897E-4
367,2.129018830601126E-4
368,1.5956530114635825E-4
369,9.470021177548915E-5
370,3.811386341112666E-5
371,2.1437153918668628E-5
372,4.8578902351437137E-5
373,7.616820221301168E-5
374,7.030890265014023E-5
375,4.50460756837856E-5
376,3.168564580846578E-5
377,4.0948711102828383E-5
378,5.923325807088986E-5
379,7.365217607002705E-5
380,8.581912697991356E-5
381,9.581320773577318E-5
382,9.992701234295964E-5
383,1.00880024547223E-4
384,1.020017807604745E-4
385,1.0718633711803705E-4
386,1.1656741116894409E-4
387,1.1749204713851213E-4
388,1.108255673898384E-4
389,1.191150295198895E-4
390,1.427607494406402E-4
391,1.5176963643170893E-4
392,1.2775066716130823E-4
393,9.18792502488941E-5
394,8.874979539541528E-5
395,1.2583161878865212E-4
396,1.5137055015657097E-4
397,1.307097263634205E-4
398,9.667599078966305E-5
399,8.89105285750702E-5
400,9.922611934598535E-5
401,9.933273395290598E-5
402,8.000140223884955E-5
403,5.222483378020115E-5
404,3.1017545552458614E-5
405,2.2761903892387636E-5
406,2.5657107471488416E-5
407,3.991559788119048E-5
408,6.805066368542612E-5
409,1.0446141823194921E-4
410,1.3428223610389978E-4
411,1.4457358338404447E-4
412,1.337831636192277E-4
413,1.1055306094931439E-4
414,8.853308827383444E-5
415,7.998503861017525E-5
416,8.113291551126167E-5
417,7.468390685971826E-5
418,5.872567999176681E-5
419,4.690827336162329E-5
420,4.604089554050006E-5
421,6.517925066873431E-5
422,1.1497958621475846E-4
423,1.7795873282011598E-4
424,2.1499385184142739E-4
425,1.9788967620115727E-4
426,1.3222928100731224E-4
427,6.803818541811779E-5
428,5.314620284480043E-5
429,7.614755304530263E-5
430,1.044811142492108E-4
431,1.2793262430932373E-4
432,1.300274598179385E-4
433,1.0352892422815785E-4
434,8.880487439455464E-5
435,1.1203085159650072E-4
436,1.3455547741614282E-4
437,1.1976396490354091E-4
438,8.590655488660559E-5
439,7.000876939855516E-5
440,8.152886584866792E-5
441,9.499965381110087E-5
442,8.55423859320581E-5
443,6.466581544373184E-5
444,5.541394784813747E-5
445,5.578421041718684E-5
446,5.655963468598202E-5
447,6.236805347725749E-5
448,7.542147068306804E-5
449,8.490788604831323E-5
450,8.51982258609496E-5
451,8.744584920350462E-5
452,9.885807958198711E-5
453,1.0735289106378332E-4
454,1.0126542474608868E-4
455,8.356344915227965E-5
456,6.339194078464061E-5
457,5.339312701835297E-5
458,6.124654464656487E-5
459,7.314224058063701E-5
460,7.404840289382264E-5
461,8.061611879384145E-5
462,1.1295833974145353E-4
463,1.5023088781163096E-4
464,1.6418256564065814E-4
465,1.6619656526017934E-4
466,1.7028342699632049E-4
467,1.5747151337563992E-4
468,1.2098787556169555E-4
469,8.976228855317459E-5
470,7.970161823322996E-5
471,7.9464225564152E-5
472,8.92267853487283E-5
473,1.1286886729067191E-4
474,1.2584718933794647E-4
475,1.1101090058218688E-4
476,9.40653117140755E-5
477,9.488621435593814E-5
478,9.806316666072235E-5
479,1.0053603909909725E-4
480,1.1673905828502029E-4
481,1.3090320862829685E-4
482,1.1771229037549347E-4
483,9.547070658300072E-5
484,9.62203775998205E-5
485,1.0759103315649554E-4
486,9.791748743737116E-5
487,7.491430005757138E-5
488,6.554175342898816E-5
489,6.446149927796796E-5
490,5.84439912927337E-5
491,6.545064388774335E-5
492,1.0428020323161036E-4
493,1.6296093235723674E-4
494,2.089255431201309E-4
495,2.0641581795644015E-4
496,1.5372992493212223E-4
497,1.0547779675107449E-4
498,1.0533614113228396E-4
499,1.2430913920979947E-4
500,1.2167978275101632E-4
501,1.1349931446602568E-4
502,1.2388637696858495E-4
503,1.2702852836810052E-4
504,9.528187365503982E-5
505,5.7098026445601135E-5
506,5.239073288976215E-5
507,7.049483247101307E-5
508,8.112689829431474E-5
509,8.415304182562977E-5
510,9.011936344904825E-5
511,9.52940754359588E-5
512,9.249352297047153E-5
513,7.529133290518075E-5
514,4.548584183794446E-5
515,2.5465253202128224E-5
516,3.309173553134315E-5
517,5.998992855893448E-5
518,9.445573232369497E-5
