SHARAD Reading at Lat,Lon: 77.0852, 269.9833
Line (Pixels),Value (DN)
2240,4.9560898332856596E-5
2241,3.479965016595088E-5
2242,6.242209201445803E-5
2243,6.74697439535521E-5
2244,5.541171776712872E-5
2245,6.188816041685641E-5
2246,5.3976666094968095E-5
2247,5.040921678300947E-5
2248,8.111479110084474E-5
2249,1.9265143782831728E-4
2250,7.61142058763653E-4
2251,0.0026805743109434843
2252,0.006640578620135784
2253,0.010625850409269333
2254,0.010086623020470142
2255,0.005144081078469753
2256,0.002705032704398036
2257,0.005215938668698072
2258,0.006548633333295584
2259,0.003902517957612872
2260,0.0014637340791523457
2261,0.0011500493856146932
2262,0.0011811410076916218
2263,0.001086709089577198
2264,0.001076678279787302
2265,6.759795360267162E-4
2266,1.3392514665611088E-4
2267,1.8348678713664412E-4
2268,9.581792401149869E-4
2269,0.0020372681319713593
2270,0.00280834105797112
2271,0.0028168961871415377
2272,0.001871045446023345
2273,5.560668651014566E-4
2274,4.500524664763361E-4
2275,0.002168763894587755
2276,0.0045832619071006775
2277,0.006700612138956785
2278,0.007431968580931425
2279,0.005439041182398796
2280,0.0022356542758643627
2281,0.0010209799511358142
2282,0.0016416115686297417
2283,0.0018951321253553033
2284,0.001543010352179408
2285,0.0011552540818229318
2286,6.254533655010164E-4
2287,1.8251278379466385E-4
2288,1.6819254960864782E-4
2289,3.134800645057112E-4
2290,2.5345003814436495E-4
2291,7.92324572103098E-5
2292,7.612995977979153E-5
2293,1.2862656149081886E-4
2294,1.4411513984669E-4
2295,4.947122070007026E-4
2296,9.245080291293561E-4
2297,7.274423842318356E-4
2298,3.327459853608161E-4
2299,4.4921188964508474E-4
2300,8.637455757707357E-4
2301,0.0014653081307187676
2302,0.002132772235199809
2303,0.0019523913506418467
2304,8.230519015341997E-4
2305,1.1137466935906559E-4
2306,3.701731620822102E-4
2307,6.881228182464838E-4
2308,5.76258753426373E-4
2309,3.7382106529548764E-4
2310,2.3789005354046822E-4
2311,1.5412615903187543E-4
2312,1.8673941667657346E-4
2313,2.47510673943907E-4
2314,2.745126548688859E-4
2315,3.8841061177663505E-4
2316,6.039320142008364E-4
2317,8.403962710872293E-4
