SHARAD Reading at Lat,Lon: 77.0852, 269.9833
Line (Pixels),Value (DN)
0,3.7940731999697164E-5
1,3.606713653425686E-5
2,4.740221629617736E-5
3,5.8261965023120865E-5
4,5.366162440623157E-5
5,4.052619988215156E-5
6,3.366873716004193E-5
7,3.106741132796742E-5
8,2.936634155048523E-5
9,3.7563269870588556E-5
10,5.545868771150708E-5
11,6.588358519366011E-5
12,5.808135028928518E-5
13,4.402925696922466E-5
14,4.0705435822019354E-5
15,4.345921115600504E-5
16,4.4138632802059874E-5
17,6.056934580556117E-5
18,9.760860120877624E-5
19,1.0996124183293432E-4
20,7.236625242512673E-5
21,4.036776226712391E-5
22,6.465108890552074E-5
23,1.0443721839692444E-4
24,1.0016587475547567E-4
25,6.43990861135535E-5
26,4.130594606976956E-5
27,3.925420605810359E-5
28,3.90037675970234E-5
29,2.9138856916688383E-5
30,1.956830601557158E-5
31,2.5440080207772553E-5
32,4.09412823501043E-5
33,4.76250825158786E-5
34,4.673761941376142E-5
35,5.814750329591334E-5
36,8.339767373399809E-5
37,9.394646622240543E-5
38,7.793160330038518E-5
39,7.0194284489844E-5
40,9.613211295800284E-5
41,1.256730902241543E-4
42,1.2553918350022286E-4
43,1.0909769480349496E-4
44,9.772408520802855E-5
45,8.140749559970573E-5
46,5.831932139699347E-5
47,6.0393813328118995E-5
48,9.07428766367957E-5
49,1.055176617228426E-4
50,9.648379636928439E-5
51,1.057377303368412E-4
52,1.379584427922964E-4
53,1.3973514433018863E-4
54,9.205502283293754E-5
55,5.4532178182853386E-5
56,7.336486305575818E-5
57,1.1751626152545214E-4
58,1.380585163133219E-4
59,1.1671298125293106E-4
60,7.103374082362279E-5
61,4.410558540257625E-5
62,4.438366158865392E-5
63,4.2576368286972865E-5
64,4.368223017081618E-5
65,5.923894059378654E-5
66,6.0141632275190204E-5
67,4.566934148897417E-5
68,5.484431312652305E-5
69,8.143104787450284E-5
70,8.148983761202544E-5
71,4.828044620808214E-5
72,1.893700027721934E-5
73,2.300422784173861E-5
74,4.9495138227939606E-5
75,7.1454189310316E-5
76,7.949383871164173E-5
77,7.68935788073577E-5
78,7.169829768827185E-5
79,7.785519846947864E-5
80,1.0608888260321692E-4
81,1.4558635302819312E-4
82,1.5670347784180194E-4
83,1.2136677833041176E-4
84,8.649535448057577E-5
85,9.023931488627568E-5
86,1.0540757648414001E-4
87,1.0743676102720201E-4
88,1.0113413736689836E-4
89,9.122845222009346E-5
90,9.512489486951381E-5
91,1.0877923341467977E-4
92,8.794525638222694E-5
93,4.662664287025109E-5
94,4.8967871407512575E-5
95,8.157233241945505E-5
96,8.588256605435163E-5
97,6.27430563326925E-5
98,3.964376082876697E-5
99,2.7089025024906732E-5
100,4.317388447816484E-5
101,8.722369966562837E-5
102,1.0648947500158101E-4
103,7.171410106820986E-5
104,2.9959981475258246E-5
105,2.0352146748336963E-5
106,2.284081892867107E-5
107,1.9869912648573518E-5
108,2.2546531909029E-5
109,3.698407090269029E-5
110,5.235619755694643E-5
111,5.4885971621843055E-5
112,5.059613613411784E-5
113,6.090971874073148E-5
114,8.963537402451038E-5
115,1.257766125490889E-4
116,1.57468268298544E-4
117,1.5995203284546733E-4
118,1.1747195094358176E-4
119,5.881843753741123E-5
120,3.237412965972908E-5
121,5.33132697455585E-5
122,8.646415517432615E-5
123,8.682851330377162E-5
